Product_Supermarket_Identifier,Product_Supermarket_Sales
FDC29_CHUKWUDI027,8057.548786014551
FDC29_CHUKWUDI035,4011.4169199455064
FDC32_CHUKWUDI019,-532.2142496816814
FDC32_CHUKWUDI027,6427.288957021316
FDC32_CHUKWUDI035,3061.5031376164407
FDC32_CHUKWUDI045,3759.3616063408554
FDC33_CHUKWUDI013,7486.606784304371
FDC33_CHUKWUDI046,8158.619727877434
FDC35_CHUKWUDI010,2165.3872314364417
FDC35_CHUKWUDI013,7715.954094489571
FDC35_CHUKWUDI046,8469.488367394079
FDC37_CHUKWUDI019,-175.5895954563748
FDC39_CHUKWUDI013,7788.189894700423
FDC40_CHUKWUDI017,4085.4558947097976
FDC40_CHUKWUDI018,1300.3735933862627
FDC40_CHUKWUDI035,2491.7847332960228
FDC40_CHUKWUDI049,3213.7659101362806
FDC41_CHUKWUDI017,3844.2701700123725
FDC41_CHUKWUDI019,-836.4387565389043
FDC41_CHUKWUDI027,5552.05530924222
FDC41_CHUKWUDI046,3291.1039845098276
FDC41_CHUKWUDI049,2980.785190505674
FDC44_CHUKWUDI027,7744.557228529826
FDC44_CHUKWUDI045,4405.054986592382
FDC46_CHUKWUDI010,2102.200379414484
FDC46_CHUKWUDI013,6939.998204843607
FDC47_CHUKWUDI010,2483.445754190325
FDC47_CHUKWUDI013,8630.61433824955
FDC47_CHUKWUDI018,10043.517351272516
FDC48_CHUKWUDI017,4332.03152158577
FDC48_CHUKWUDI019,-616.0823238086887
FDC48_CHUKWUDI035,2633.0073363982374
FDC48_CHUKWUDI046,3660.641051953775
FDC50_CHUKWUDI017,4515.571735266596
FDC50_CHUKWUDI018,1988.6912005916238
FDC50_CHUKWUDI027,6510.974273205735
FDC50_CHUKWUDI035,3291.0252167215804
FDC50_CHUKWUDI045,3770.113567697932
FDC51_CHUKWUDI035,4407.680434993585
FDC51_CHUKWUDI045,5180.388369258377
FDC53_CHUKWUDI018,2519.7921371581033
FDC53_CHUKWUDI027,7020.226675544283
FDC53_CHUKWUDI035,3406.13915076782
FDC56_CHUKWUDI035,4033.63815837726
FDC57_CHUKWUDI013,7478.05856882676
FDC58_CHUKWUDI017,2801.0068739722483
FDC58_CHUKWUDI018,-895.4863868040266
FDC58_CHUKWUDI027,4011.9200970170787
FDC58_CHUKWUDI035,1135.2774275658885
FDC59_CHUKWUDI017,3687.84572328371
FDC59_CHUKWUDI018,525.1395992481848
FDC59_CHUKWUDI027,5081.207577548455
FDC59_CHUKWUDI035,2113.0828474182636
FDC59_CHUKWUDI045,3081.8630210802658
FDC59_CHUKWUDI049,2613.826009515091
FDC60_CHUKWUDI017,4399.459334743791
FDC60_CHUKWUDI019,-513.3263251467142
FDC60_CHUKWUDI046,3764.3891849628417
FDD02_CHUKWUDI045,4793.80359842116
FDD03_CHUKWUDI013,8729.305785007076
FDD03_CHUKWUDI018,10354.98380267818
FDD03_CHUKWUDI046,9462.982225144748
FDD05_CHUKWUDI027,8539.474143488216
FDD05_CHUKWUDI045,4966.019575257553
FDD08_CHUKWUDI017,2524.155651721754
FDD08_CHUKWUDI018,-1262.7013490609825
FDD08_CHUKWUDI027,3424.6006250239443
FDD08_CHUKWUDI035,847.0029349197866
FDD08_CHUKWUDI049,1165.0218583930982
FDD09_CHUKWUDI013,6872.249528120621
FDD10_CHUKWUDI010,2015.7428337248275
FDD10_CHUKWUDI013,6904.2386016739765
FDD11_CHUKWUDI013,9458.909120347816
FDD11_CHUKWUDI018,11897.753790549934
FDD14_CHUKWUDI013,6908.851250759559
FDD16_CHUKWUDI019,-762.2150249936385
FDD16_CHUKWUDI035,2305.422091494431
FDD16_CHUKWUDI046,3341.484283155063
FDD17_CHUKWUDI010,2774.028001294937
FDD17_CHUKWUDI013,8927.785679570632
FDD17_CHUKWUDI046,9892.921409150702
FDD17_CHUKWUDI049,10288.733997800038
FDD20_CHUKWUDI027,8771.962242227397
FDD21_CHUKWUDI035,4085.0178135313326
FDD26_CHUKWUDI010,2028.5876599637559
FDD28_CHUKWUDI017,3485.0542823843425
FDD28_CHUKWUDI027,4678.920636390219
FDD28_CHUKWUDI046,2638.2604113757843
FDD28_CHUKWUDI049,2074.962755459477
FDD29_CHUKWUDI010,3049.4692873490276
FDD29_CHUKWUDI013,9439.859138158034
FDD29_CHUKWUDI018,11600.08163790463
FDD29_CHUKWUDI046,10336.119416172733
FDD29_CHUKWUDI049,11026.194185605738
FDD32_CHUKWUDI017,4323.689906100044
FDD32_CHUKWUDI018,1501.2801093634916
FDD33_CHUKWUDI013,8728.60765838658
FDD33_CHUKWUDI018,10298.070245402167
FDD35_CHUKWUDI027,8449.749641530332
FDD35_CHUKWUDI035,4246.711092672427
FDD35_CHUKWUDI045,4931.967703320552
FDD36_CHUKWUDI027,8223.091410658788
FDD38_CHUKWUDI017,5184.141097672633
FDD38_CHUKWUDI019,-83.70279862207826
FDD38_CHUKWUDI027,7372.314578787191
FDD38_CHUKWUDI035,3699.551538687083
FDD38_CHUKWUDI045,4447.772253522999
FDD39_CHUKWUDI013,8200.701136075775
FDD39_CHUKWUDI018,9369.441497066175
FDD39_CHUKWUDI046,8920.59686971642
FDD40_CHUKWUDI013,7497.9869773888495
FDD41_CHUKWUDI017,5124.956558039412
FDD41_CHUKWUDI027,7507.386060040677
FDD41_CHUKWUDI045,4375.927082111011
FDD44_CHUKWUDI013,9771.618912480306
FDD44_CHUKWUDI018,11916.865757279797
FDD44_CHUKWUDI046,10624.747372527374
FDD44_CHUKWUDI049,11176.210248045623
FDD45_CHUKWUDI018,2071.3969928887673
FDD45_CHUKWUDI035,3077.3062644185266
FDD45_CHUKWUDI045,3785.4867652665125
FDD47_CHUKWUDI013,6598.415279576322
FDD48_CHUKWUDI045,4671.074857522384
FDD50_CHUKWUDI013,6374.209913288942
FDD51_CHUKWUDI019,-1436.6534689263208
FDD51_CHUKWUDI027,3646.5334254854824
FDD51_CHUKWUDI035,1210.5768505124142
FDD51_CHUKWUDI045,2275.269430163433
FDD51_CHUKWUDI049,1473.6560534168966
FDD52_CHUKWUDI027,7433.589730365202
FDD52_CHUKWUDI035,3633.27556412213
FDD53_CHUKWUDI017,2756.551120066899
FDD53_CHUKWUDI019,-1371.832204029779
FDD53_CHUKWUDI027,3751.83897486364
FDD53_CHUKWUDI049,1499.4386273459531
FDD57_CHUKWUDI017,4785.796374457423
FDD57_CHUKWUDI027,6801.083484866889
FDD57_CHUKWUDI035,3278.7739756054943
FDD58_CHUKWUDI018,2446.7391653652303
FDD58_CHUKWUDI019,-296.3226408897899
FDD58_CHUKWUDI035,3341.1270667391364
FDD58_CHUKWUDI045,4320.818170792656
FDD59_CHUKWUDI017,4280.150833474239
FDD59_CHUKWUDI027,6135.787921813899
FDD59_CHUKWUDI045,3481.2300596680725
FDD59_CHUKWUDI046,3610.4219871563837
FDE02_CHUKWUDI017,4523.201536886394
FDE02_CHUKWUDI019,-569.0829252830008
FDE02_CHUKWUDI027,6662.005317073781
FDE04_CHUKWUDI010,2083.402543564909
FDE04_CHUKWUDI013,7015.675329681486
FDE09_CHUKWUDI019,-102.67767072969582
FDE09_CHUKWUDI027,7877.429076248896
FDE09_CHUKWUDI045,4519.091803043382
FDE10_CHUKWUDI027,9142.434195484035
FDE11_CHUKWUDI010,1956.9599125299137
FDE11_CHUKWUDI013,7113.845846593496
FDE14_CHUKWUDI018,2592.164543641731
FDE14_CHUKWUDI035,3502.3559887444135
FDE14_CHUKWUDI045,4245.349029770005
FDE16_CHUKWUDI010,2348.998008064693
FDE20_CHUKWUDI013,6556.798964839079
FDE21_CHUKWUDI027,8162.013789630844
FDE21_CHUKWUDI045,4722.567383033573
FDE23_CHUKWUDI017,3066.6591721604345
FDE23_CHUKWUDI018,-517.5788823546609
FDE23_CHUKWUDI035,1309.120005226694
FDE23_CHUKWUDI045,2437.2717250991846
FDE23_CHUKWUDI046,2354.432820362039
FDE28_CHUKWUDI010,2608.3565890571335
FDE28_CHUKWUDI013,8827.75965299306
FDE28_CHUKWUDI049,9971.973178100423
FDE29_CHUKWUDI018,175.27359497896396
FDE29_CHUKWUDI027,4616.694801985519
FDE29_CHUKWUDI045,2575.0010629902827
FDE29_CHUKWUDI046,2698.902466137777
FDE29_CHUKWUDI049,2209.28616680752
FDE32_CHUKWUDI017,2637.2566782220965
FDE32_CHUKWUDI018,-1171.8088769594906
FDE32_CHUKWUDI027,3498.2323850513203
FDE32_CHUKWUDI035,850.463462710497
FDE32_CHUKWUDI046,1797.8571863768157
FDE33_CHUKWUDI017,4290.563226376078
FDE33_CHUKWUDI019,-584.2241128925234
FDE33_CHUKWUDI027,6055.903213645914
FDE33_CHUKWUDI045,3465.0650788760977
FDE33_CHUKWUDI049,3198.1575101704802
FDE34_CHUKWUDI010,1803.817937228945
FDE35_CHUKWUDI027,4985.70776404615
FDE35_CHUKWUDI045,2877.047057821881
FDE35_CHUKWUDI049,2265.0474576354027
FDE39_CHUKWUDI035,4066.9633477133466
FDE39_CHUKWUDI045,4888.5999901834875
FDE40_CHUKWUDI017,3515.511079425458
FDE40_CHUKWUDI018,466.1592194447294
FDE40_CHUKWUDI019,-1002.6791737140156
FDE40_CHUKWUDI027,4876.458039246034
FDE40_CHUKWUDI045,2877.661186199053
FDE41_CHUKWUDI017,4332.496708346065
FDE41_CHUKWUDI019,-429.391958747874
FDE41_CHUKWUDI035,2852.78481944534
FDE41_CHUKWUDI045,3717.9317918284796
FDE41_CHUKWUDI046,3674.2173960509244
FDE41_CHUKWUDI049,3515.8850996522233
FDE44_CHUKWUDI017,2786.691074943403
FDE44_CHUKWUDI035,1051.2049677018076
FDE44_CHUKWUDI045,2471.0229625180364
FDE44_CHUKWUDI046,2119.7156681680353
FDE45_CHUKWUDI013,6842.04556923639
FDE51_CHUKWUDI017,2713.459504139959
FDE51_CHUKWUDI019,-1300.9905168537516
FDE51_CHUKWUDI027,3731.2862183986
FDE51_CHUKWUDI035,1090.321744446759
FDE51_CHUKWUDI046,1999.8808979411842
FDE52_CHUKWUDI027,6614.661920125014
FDE53_CHUKWUDI017,5180.399274936994
FDE53_CHUKWUDI027,7822.311032313039
FDE53_CHUKWUDI045,4392.711395305349
FDE56_CHUKWUDI017,3346.418596866657
FDE56_CHUKWUDI019,-1021.5397785987007
FDE56_CHUKWUDI027,4699.548501132522
FDE56_CHUKWUDI035,1838.420634536189
FDE57_CHUKWUDI027,9584.319337395718
FDE58_CHUKWUDI027,8453.304874073598
FDE59_CHUKWUDI017,2483.645639597904
FDE59_CHUKWUDI018,-1404.1747586644487
FDE59_CHUKWUDI035,845.6107702616137
FDE59_CHUKWUDI049,1107.934230444138
FDF02_CHUKWUDI017,4892.515006070724
FDF02_CHUKWUDI018,2458.676186048193
FDF04_CHUKWUDI013,9711.158723245724
FDF04_CHUKWUDI018,12254.061245536548
FDF04_CHUKWUDI046,10615.216214131447
FDF04_CHUKWUDI049,11358.275295912754
FDF05_CHUKWUDI013,9931.109995915205
FDF05_CHUKWUDI018,12161.779184140498
FDF05_CHUKWUDI035,9982.403065452469
FDF05_CHUKWUDI045,10010.949029742624
FDF05_CHUKWUDI046,10831.36738384678
FDF05_CHUKWUDI049,11329.73153149418
FDF08_CHUKWUDI018,2094.5620119307423
FDF08_CHUKWUDI035,3011.9892016407102
FDF08_CHUKWUDI045,3851.3193781300215
FDF08_CHUKWUDI046,3953.126442458364
FDF09_CHUKWUDI018,-1178.3145149321062
FDF09_CHUKWUDI027,3509.888530360302
FDF09_CHUKWUDI035,872.5077810117509
FDF09_CHUKWUDI045,1946.9075317744864
FDF09_CHUKWUDI049,1238.187314467621
FDF11_CHUKWUDI018,10934.705738494056
FDF11_CHUKWUDI049,10514.782531053992
FDF20_CHUKWUDI010,2156.3443775684573
FDF20_CHUKWUDI013,7537.8612567118835
FDF20_CHUKWUDI046,8116.844940559124
FDF21_CHUKWUDI010,2104.06566293363
FDF21_CHUKWUDI013,7226.13687624468
FDF22_CHUKWUDI010,2365.162837699172
FDF22_CHUKWUDI013,8082.739908967866
FDF22_CHUKWUDI046,8770.980421703658
FDF24_CHUKWUDI017,4440.133784006233
FDF24_CHUKWUDI018,1635.7829192599747
FDF24_CHUKWUDI027,6195.379200641997
FDF24_CHUKWUDI035,2805.6526141469367
FDF24_CHUKWUDI049,3416.713644879288
FDF28_CHUKWUDI027,8765.423962892964
FDF29_CHUKWUDI027,8992.878681642003
FDF32_CHUKWUDI010,2135.294840639457
FDF32_CHUKWUDI013,7433.506207362167
FDF32_CHUKWUDI046,8254.699050894124
FDF33_CHUKWUDI027,7829.18820736825
FDF33_CHUKWUDI035,3987.339411196299
FDF33_CHUKWUDI045,4410.59754773404
FDF34_CHUKWUDI010,2355.9197012553923
FDF35_CHUKWUDI017,4968.416308142128
FDF35_CHUKWUDI035,3480.950051369611
FDF35_CHUKWUDI045,4182.0413738263305
FDF38_CHUKWUDI046,1998.7222316293046
FDF39_CHUKWUDI013,9911.574766181991
FDF39_CHUKWUDI018,12221.876682570553
FDF39_CHUKWUDI045,10110.269807247678
FDF39_CHUKWUDI046,10873.104627866647
FDF41_CHUKWUDI018,10959.645904867793
FDF41_CHUKWUDI046,9887.76083314442
FDF41_CHUKWUDI049,10511.357556971256
FDF44_CHUKWUDI027,9066.153917751973
FDF45_CHUKWUDI017,3590.3749427017756
FDF45_CHUKWUDI018,316.045883873594
FDF45_CHUKWUDI045,2829.8319388387026
FDF45_CHUKWUDI049,2286.5318946661428
FDF46_CHUKWUDI027,8032.027029158082
FDF46_CHUKWUDI035,3839.2319927524077
FDF46_CHUKWUDI045,4606.627862548106
FDF47_CHUKWUDI013,8505.904406293994
FDF47_CHUKWUDI046,9160.138489767094
FDF52_CHUKWUDI010,1864.411962268874
FDF52_CHUKWUDI013,6870.822583408095
FDF53_CHUKWUDI013,6973.183739462402
FDF56_CHUKWUDI010,1903.5374072747072
FDF56_CHUKWUDI013,6941.848512103665
FDF58_CHUKWUDI027,5115.1971691417275
FDF58_CHUKWUDI046,2950.682731344481
FDG08_CHUKWUDI013,6599.964424463571
FDG09_CHUKWUDI010,2168.4973798400024
FDG09_CHUKWUDI013,7197.826836394612
FDG10_CHUKWUDI018,32.15299079450779
FDG10_CHUKWUDI019,-892.1563953054138
FDG10_CHUKWUDI027,4793.142746507889
FDG10_CHUKWUDI035,1744.9483947011176
FDG10_CHUKWUDI045,2862.874307107413
FDG12_CHUKWUDI027,8667.603753107483
FDG12_CHUKWUDI045,5069.638742787647
FDG16_CHUKWUDI013,8036.215643412899
FDG16_CHUKWUDI046,8854.195026393281
FDG17_CHUKWUDI018,11133.698390819482
FDG17_CHUKWUDI049,10642.643157733371
FDG20_CHUKWUDI010,1821.6592868575826
FDG22_CHUKWUDI017,2678.800014851382
FDG22_CHUKWUDI027,3555.544650926371
FDG22_CHUKWUDI035,1016.1009013993898
FDG22_CHUKWUDI046,1847.8516815096373
FDG24_CHUKWUDI017,4527.868368472788
FDG24_CHUKWUDI018,1600.5712521903915
FDG24_CHUKWUDI027,6070.126415168983
FDG24_CHUKWUDI035,2657.5239416114055
FDG24_CHUKWUDI045,3647.4068247341784
FDG24_CHUKWUDI046,3656.7323978962377
FDG24_CHUKWUDI049,3243.678877006052
FDG26_CHUKWUDI013,9574.178525019553
FDG26_CHUKWUDI018,11647.70554774953
FDG26_CHUKWUDI049,11154.999820622732
FDG28_CHUKWUDI046,10136.940831348416
FDG29_CHUKWUDI017,2676.161352244788
FDG29_CHUKWUDI027,3499.0875072696945
FDG29_CHUKWUDI035,937.89584843372
FDG29_CHUKWUDI046,1977.828252011328
FDG29_CHUKWUDI049,1464.3500849985285
FDG31_CHUKWUDI019,-923.5798315927386
FDG31_CHUKWUDI027,5028.539821537561
FDG31_CHUKWUDI035,1957.245301742456
FDG31_CHUKWUDI049,2387.884673462482
FDG32_CHUKWUDI013,8303.634020023746
FDG32_CHUKWUDI046,9246.77513822855
FDG33_CHUKWUDI013,6608.073858763324
FDG34_CHUKWUDI017,5318.081374054658
FDG34_CHUKWUDI027,7756.992741042515
FDG34_CHUKWUDI035,3903.2496527771
FDG34_CHUKWUDI045,4568.50199457421
FDG38_CHUKWUDI017,4457.272081889445
FDG38_CHUKWUDI018,1771.647348131868
FDG38_CHUKWUDI027,6233.348033171031
FDG38_CHUKWUDI045,3756.5880328139756
FDG38_CHUKWUDI046,3805.828291278449
FDG38_CHUKWUDI049,3523.665684367763
FDG40_CHUKWUDI017,2416.433909983607
FDG40_CHUKWUDI027,3056.242952765664
FDG40_CHUKWUDI046,1604.5486333860317
FDG41_CHUKWUDI017,5409.725127604324
FDG41_CHUKWUDI035,3806.6755177465966
FDG44_CHUKWUDI018,-364.2058530438226
FDG44_CHUKWUDI019,-1196.8988154685358
FDG44_CHUKWUDI027,4586.983271616162
FDG44_CHUKWUDI035,1377.7042064131238
FDG44_CHUKWUDI046,2486.5571908695856
FDG44_CHUKWUDI049,1929.5038374728756
FDG45_CHUKWUDI010,2222.3639027981553
FDG45_CHUKWUDI013,7909.5462648443645
FDG46_CHUKWUDI027,8028.4423408632865
FDG46_CHUKWUDI045,4819.5132512488635
FDG47_CHUKWUDI010,3122.129318551044
FDG47_CHUKWUDI013,9853.73392505548
FDG47_CHUKWUDI018,12025.126089354279
FDG47_CHUKWUDI035,9942.886316687218
FDG47_CHUKWUDI046,10616.987795087858
FDG50_CHUKWUDI017,4652.564407004858
FDG50_CHUKWUDI018,2080.729059708072
FDG50_CHUKWUDI045,3823.5972969081486
FDG50_CHUKWUDI046,3877.818303415901
FDG52_CHUKWUDI018,-740.627861767076
FDG52_CHUKWUDI027,3900.6906396185514
FDG52_CHUKWUDI035,1205.9974633638049
FDG52_CHUKWUDI049,1574.8609475553967
FDG56_CHUKWUDI017,3574.6646460704505
FDG56_CHUKWUDI018,175.5334235719638
FDG56_CHUKWUDI027,4812.073737648665
FDG56_CHUKWUDI035,1863.1298723299988
FDG56_CHUKWUDI045,2833.7200876264833
FDG57_CHUKWUDI017,2933.68693707278
FDG57_CHUKWUDI018,-605.7419960567495
FDG57_CHUKWUDI035,1290.8479023982072
FDG57_CHUKWUDI045,2285.4085813169368
FDG57_CHUKWUDI046,2170.7832273526583
FDG57_CHUKWUDI049,1685.625976369949
FDG59_CHUKWUDI017,2537.609131713165
FDG59_CHUKWUDI018,-1056.0751821016893
FDG59_CHUKWUDI027,3420.643699298729
FDG59_CHUKWUDI035,870.4887171946466
FDG59_CHUKWUDI045,2060.3163958624937
FDG59_CHUKWUDI046,1857.6065420986852
FDG60_CHUKWUDI013,8743.249455348938
FDG60_CHUKWUDI046,9537.047222152585
FDG60_CHUKWUDI049,10043.008670639247
FDH02_CHUKWUDI017,4753.270915755187
FDH02_CHUKWUDI018,2042.6637233082438
FDH02_CHUKWUDI027,6861.424608757137
FDH02_CHUKWUDI045,4020.271663972526
FDH04_CHUKWUDI017,4782.416225197376
FDH04_CHUKWUDI018,2109.911937507335
FDH04_CHUKWUDI019,-312.67486954818014
FDH04_CHUKWUDI046,3993.987949009752
FDH05_CHUKWUDI018,10381.533475528937
FDH05_CHUKWUDI046,9522.788074183161
FDH05_CHUKWUDI049,10045.043963820674
FDH08_CHUKWUDI046,9428.708445184398
FDH09_CHUKWUDI017,3051.4609227870824
FDH09_CHUKWUDI027,4270.156294210115
FDH09_CHUKWUDI035,1369.0413719855715
FDH09_CHUKWUDI045,2496.5773784689372
FDH09_CHUKWUDI049,1882.2624055530177
FDH10_CHUKWUDI010,2116.5093653992517
FDH10_CHUKWUDI013,7435.172292281175
FDH12_CHUKWUDI017,4992.581677134149
FDH12_CHUKWUDI019,-258.5128729536664
FDH12_CHUKWUDI045,4290.366255928762
FDH16_CHUKWUDI017,4456.678537558299
FDH16_CHUKWUDI027,6401.294159761979
FDH16_CHUKWUDI046,3829.0132331741042
FDH16_CHUKWUDI049,3505.5823742023204
FDH17_CHUKWUDI017,5045.912175566773
FDH17_CHUKWUDI019,-210.51194768724963
FDH17_CHUKWUDI035,3435.3124091863865
FDH17_CHUKWUDI045,4227.198440322885
FDH19_CHUKWUDI013,6614.319174606237
FDH20_CHUKWUDI017,5073.496098254109
FDH20_CHUKWUDI018,2484.8945207657525
FDH20_CHUKWUDI035,3342.9333191412734
FDH20_CHUKWUDI045,4244.299513165024
FDH26_CHUKWUDI027,9794.79270868958
FDH28_CHUKWUDI017,2497.45117941848
FDH28_CHUKWUDI018,-1251.4809298111359
FDH28_CHUKWUDI019,-1424.837031206349
FDH28_CHUKWUDI027,3582.4052734262077
FDH28_CHUKWUDI035,906.869699216797
FDH28_CHUKWUDI045,1931.588258746313
FDH28_CHUKWUDI046,1797.4215117034037
FDH28_CHUKWUDI049,1383.7641616738401
FDH31_CHUKWUDI019,-149.82603676675353
FDH31_CHUKWUDI027,7207.937576451921
FDH31_CHUKWUDI035,3530.2208403719123
FDH32_CHUKWUDI018,2266.507623585756
FDH32_CHUKWUDI027,6941.5158549011685
FDH32_CHUKWUDI035,3178.4344678038033
FDH32_CHUKWUDI045,3965.586686587427
FDH33_CHUKWUDI017,2600.6193688345375
FDH33_CHUKWUDI018,-831.0681990648154
FDH33_CHUKWUDI019,-1159.2693241264205
FDH33_CHUKWUDI027,3915.9783186155837
FDH33_CHUKWUDI035,944.6592132028891
FDH33_CHUKWUDI045,2010.4961761570303
FDH33_CHUKWUDI046,1990.181183066219
FDH33_CHUKWUDI049,1676.6006680101855
FDH38_CHUKWUDI035,4020.6676406618208
FDH40_CHUKWUDI017,4256.569798856974
FDH40_CHUKWUDI018,1305.6404278347036
FDH40_CHUKWUDI027,5915.443200359237
FDH40_CHUKWUDI046,3523.8096150767524
FDH41_CHUKWUDI013,8048.753471668926
FDH41_CHUKWUDI046,8686.342008277425
FDH45_CHUKWUDI018,-856.2217823530082
FDH45_CHUKWUDI019,-1325.7714894022793
FDH45_CHUKWUDI035,1078.0472854392137
FDH45_CHUKWUDI045,2108.1376939518377
FDH45_CHUKWUDI046,1980.566748773912
FDH45_CHUKWUDI049,1475.94184573635
FDH47_CHUKWUDI035,3202.6988305079285
FDH47_CHUKWUDI045,3964.496769352816
FDH48_CHUKWUDI017,4295.94173890946
FDH48_CHUKWUDI018,1637.2752031126292
FDH48_CHUKWUDI019,-603.867688199156
FDH48_CHUKWUDI045,3590.7464147356804
FDH48_CHUKWUDI049,3379.7986781288637
FDH50_CHUKWUDI013,7070.11710580939
FDH52_CHUKWUDI017,3546.4862245044205
FDH52_CHUKWUDI019,-884.0447086431086
FDH52_CHUKWUDI027,4859.29255160864
FDH53_CHUKWUDI017,4505.520621699281
FDH53_CHUKWUDI018,1662.2329230365576
FDH53_CHUKWUDI035,2882.277309449506
FDH53_CHUKWUDI046,3823.611503708409
FDH56_CHUKWUDI035,4151.226420023246
FDH56_CHUKWUDI045,4808.813481893623
FDH57_CHUKWUDI027,9034.749421939603
FDH58_CHUKWUDI045,4724.731983334874
FDH60_CHUKWUDI046,8179.962915050099
FDI02_CHUKWUDI017,5351.100613824441
FDI02_CHUKWUDI035,3936.579806896276
FDI04_CHUKWUDI013,7561.370750646107
FDI04_CHUKWUDI046,8244.035967141506
FDI05_CHUKWUDI017,3950.159507647506
FDI05_CHUKWUDI046,3220.347590577905
FDI05_CHUKWUDI049,2993.7337132204557
FDI07_CHUKWUDI046,8257.025739552802
FDI08_CHUKWUDI018,11480.64150097256
FDI08_CHUKWUDI046,10205.260562373907
FDI08_CHUKWUDI049,10908.2355447273
FDI09_CHUKWUDI018,10800.97045752185
FDI09_CHUKWUDI046,9783.511876247707
FDI09_CHUKWUDI049,10427.28855022078
FDI10_CHUKWUDI013,6692.865484728478
FDI12_CHUKWUDI017,4385.819081516936
FDI12_CHUKWUDI045,3714.8155068992637
FDI12_CHUKWUDI046,3853.1595751291607
FDI12_CHUKWUDI049,3564.9705589399673
FDI14_CHUKWUDI027,9355.535261851852
FDI15_CHUKWUDI013,9802.765214852756
FDI15_CHUKWUDI035,9927.519896874554
FDI15_CHUKWUDI046,10626.311524923309
FDI15_CHUKWUDI049,11454.592038928648
FDI16_CHUKWUDI018,-232.8369302948704
FDI16_CHUKWUDI027,4165.105734833749
FDI16_CHUKWUDI035,1647.5410048592603
FDI16_CHUKWUDI046,2438.203475439106
FDI19_CHUKWUDI010,2854.6652570775477
FDI19_CHUKWUDI013,9131.351239823736
FDI19_CHUKWUDI046,9937.592636410147
FDI20_CHUKWUDI010,2432.017375610536
FDI20_CHUKWUDI013,7975.089198452537
FDI20_CHUKWUDI046,8630.438206134946
FDI21_CHUKWUDI018,326.9168967716396
FDI21_CHUKWUDI027,5075.405893918127
FDI21_CHUKWUDI035,2043.154383967747
FDI21_CHUKWUDI045,2932.3760148921283
FDI21_CHUKWUDI046,2900.3955191525165
FDI22_CHUKWUDI010,2271.409333299147
FDI22_CHUKWUDI013,7877.854724976001
FDI22_CHUKWUDI046,8462.576383259497
FDI24_CHUKWUDI013,6684.259581052698
FDI27_CHUKWUDI017,2942.679126334144
FDI27_CHUKWUDI027,3870.5429075154243
FDI27_CHUKWUDI045,2250.7776593362214
FDI27_CHUKWUDI049,1609.9230262038764
FDI28_CHUKWUDI018,1234.2153925341554
FDI28_CHUKWUDI027,5913.643700111425
FDI28_CHUKWUDI045,3469.410642226925
FDI28_CHUKWUDI046,3404.7288454455556
FDI28_CHUKWUDI049,3086.391219758778
FDI32_CHUKWUDI027,7592.020746777882
FDI32_CHUKWUDI035,3863.584073344362
FDI32_CHUKWUDI045,4790.839256456355
FDI33_CHUKWUDI017,4612.203170692199
FDI33_CHUKWUDI027,6605.897017885698
FDI33_CHUKWUDI045,3902.5039981149603
FDI34_CHUKWUDI018,10332.911230134778
FDI34_CHUKWUDI046,9587.802875547903
FDI34_CHUKWUDI049,9969.115229597082
FDI36_CHUKWUDI046,8290.923486359068
FDI38_CHUKWUDI010,2460.956333531416
FDI38_CHUKWUDI046,8695.890893652802
FDI40_CHUKWUDI017,4885.394503631629
FDI40_CHUKWUDI018,2410.339353002375
FDI40_CHUKWUDI035,3342.714846040937
FDI40_CHUKWUDI045,4118.366966871428
FDI44_CHUKWUDI017,3988.6030616461067
FDI44_CHUKWUDI027,5500.0139009574195
FDI44_CHUKWUDI049,2912.4538984578103
FDI45_CHUKWUDI013,6944.076537524234
FDI46_CHUKWUDI018,11526.991657230887
FDI46_CHUKWUDI046,10259.664023366058
FDI46_CHUKWUDI049,10933.622084805276
FDI48_CHUKWUDI017,3130.2897632523673
FDI48_CHUKWUDI035,1549.9480655806838
FDI48_CHUKWUDI049,2010.715649529011
FDI50_CHUKWUDI013,8778.578114193631
FDI50_CHUKWUDI018,10175.761136016226
FDI50_CHUKWUDI049,9939.918996608816
FDI52_CHUKWUDI035,4155.07572458114
FDI52_CHUKWUDI045,4805.170769432676
FDI56_CHUKWUDI017,4536.136671961402
FDI56_CHUKWUDI018,1805.0764938201755
FDI56_CHUKWUDI027,6464.002525173244
FDI56_CHUKWUDI046,3822.8806060829666
FDI57_CHUKWUDI013,7490.706116787973
FDI57_CHUKWUDI046,8153.931295636576
FDI58_CHUKWUDI017,4793.7621720054885
FDI58_CHUKWUDI045,3929.432726432453
FDI60_CHUKWUDI018,383.8057317704661
FDI60_CHUKWUDI045,2896.8623635515105
FDI60_CHUKWUDI046,2836.411818854511
FDI60_CHUKWUDI049,2430.7609905507416
FDJ03_CHUKWUDI018,-486.77826377074234
FDJ03_CHUKWUDI045,2387.450683429837
FDJ04_CHUKWUDI035,4069.4187338947086
FDJ04_CHUKWUDI045,4724.357791583403
FDJ07_CHUKWUDI027,8148.670786258765
FDJ09_CHUKWUDI017,2763.4738638657145
FDJ09_CHUKWUDI018,-675.6258812556043
FDJ09_CHUKWUDI035,1324.1075145944487
FDJ09_CHUKWUDI045,2280.3648819254013
